ID,Name,Description,Graphic,Movie Filename,Flags
6112,,"Take Lucas to <DST> in the <DSY> system, and then proceed to <RST>.",-1,,0x0000
6113,,"Get to <DSY> and destroy the pirate fleet, then land on <DST> for payment.",-1,,0x0000
6114,,"Locate and destroy the prototype escort carrier <SN>, which has been sighted near the <RSY> system, and then return to <RST>.",-1,,0x0000
6115,,"Locate and destroy the Rebel escort carrier <SN>, and then return to <RST>.",-1,,0x0000
7000,,"The passengers exit your ship after paying you the fee of 10,000 credits.",-1,,0x0000
7001,,"The criminal exits your ship after paying you the fee of 75,000 credits. Unfortunately, by helping this evildoer you have made the Confederation very angry!",-1,,0x0000
7002,,A group of shifty-looking dockhands appear out of nowhere and offload the illegal cargo from your ship before paying you your fee.,-1,,0x0000
7005,,"After unloading the core-drilling rig and the precious ore samples, the Astex representative congratulates you and hands you a credit chip with 35,000 credits on it. ",-1,,0x0000
7006,,"A small band of Rebels unload the munitions from your ship. “Thank you, friend,” says their leader, “you have done the Rebellion a great service, one which we will not soon forget.”",-1,,0x0000
7007,,A group of dockworkers unloads the shipment of <CT> from your cargo bay.,-1,,0x0000
7017,,"A representative of the government of <RST> thanks you for eliminating the pirate menace, and pays you a healthy sum.",-1,,0x0000
7018,,“Well done!” says your Rebel contact. “We will certainly remember this in the future; we may have further use for your services.”,-1,,0x0000
7019,,"“Thank you, thank you!” says the local spaceport official. “You have saved our system from domination by pirates. Consider these credits a token of our good will.” ",-1,,0x0000
7020,,"A Rebel officer thanks you heartily. “My friend, you have done us a great service today, one which we will not soon forget. We could use more pilots like you!”",-1,,0x0000
7021,,"The passengers of the ill-fated <SN> bid you farewell as they exit your ship... after paying you a substantial reward, of course.",-1,,0x0000
7022,,You are paid a small fee for salvaging the ore from the disabled convoy.,-1,,0x0000
7023,,"“Thanks for the escort,” says the freighter captain. “The <RST> dockmaster will give you your payment.”",-1,,0x0000
7024,,"“Most interesting,” says your contact. “Your sensor logs report that you detected an Astex Mining Industries freighter passing through our space. We will soon call on you again, once we have more fully analyzed your sensor data. Meet me in the spaceport bar when you are ready.”",-1,,0x0000
7025,,“Welcome back!” the official greets you. “We are all glad you made it back in one piece. The fact that Astex is so heavily guarding an ordinary mining colony indicates that there is something going on there that they don’t want us to find out about. We are also confused as to why the Astex interceptor pilots were flying Confederation patrol ships! Please meet me in the spaceport bar for the details of your next assignment.”,-1,,0x0000
7026,,"A crew of workers unloads the ore samples from your ship’s cargo bay. “Excellent work,” says your contact. “When we are finished analyzing these samples, we will call on you again. Meet me in the spaceport bar for further instructions.”",-1,,0x0000
7027,,"“Astex knows we know about their operation now,” says the official. “We have also finished analyzing the elements in the ore samples you brought back for us. It appears that the waste materials are the byproducts of a weapons manufacturing process, as there are several exotic compounds in the mixture. One of them is trioctonethaleneium, a material used only in the booster stages of Confederation solid-fuel missiles. We surmise that, somewhere deep within the mines of New Providence, the Confederation is operating a secret weapons lab. Please meet me in the bar for your final assignment.”",-1,,0x0000
7028,,A trio of Diphidian agents takes the priceless data files from you. They also pay you an astronomical sum for your loyalty and courage!,-1,,0x0000
7029,,"You boost your ship on a suborbital trajectory to a prearranged meeting place on the farside of <DST>. There, a group of shady characters unloads the <CT> from your cargo bay. You collect your payment and return to the spaceport.",-1,,0x0000
7030,,"The environmental engineers exit your ship after paying you the fee of 12,000 credits.",-1,,0x0000
7031,,"“Thank you, thank you!” says the local spaceport official. “Consider these credits a token of our good will.” ",-1,,0x0000
7033,,"“Well done!” says the Confederation spymaster. “Now that we know where the Rebels are building their forces, we can mount a preemptive strike and foil their efforts.” He pays you a hefty reward and leaves to catch the next military shuttle to Navy Central. ",-1,,0x0000
7034,,"A woman approaches you and hands you a package. “Thank you, friend,” she says before leaving. It is only after you open the package and find the payment for your interdiction mission hidden inside do you realize that the woman was another Rebel operative. They seem to be everywhere these days...",-1,,0x0000
7035,,"“In the past few years,” continues the garrison commander, “our scientists have made great strides in subspace interference technology, and recently we completed construction of our first prototype cloaking device. Given the sensitive and extremely important nature of this mission, we’ve decided to install it in your ship. It should be ready to go by the time you’re ready to depart on the next leg of your mission. Meet me in the spaceport bar when you’re all set to leave.”",-1,,0x0000
7037,,"Major Davies and his men exit your ship after thanking you for safe passage to and from Sol. The Rebel liason, after carefully safeguarding the stolen data, informs you of your payment: “In addition to the small fortune that we’ve put into your bank account, we’ve decided to let you keep the prototype cloaking device. We hope you will continue to use it in a manner which will aid the Rebellion in its fight against the Confederation.”",-1,,0x0000
7038,,"“Ah, finally someone has arrived to check up on us,” says the head of the <RST> research facility as he approaches you in the base’s hangar. “The Rebels knocked out our primary communications array, and we’ve been unable to make reports to the Confederation. Unfortunately, the Rebels got away with a prototype of a new weapon and all of our data on it. We’ll have more information for you soon - meet me in the bar when you’re finished in the hangar.” He hurries off to oversee repairs of the facility.",-1,,0x0000
7039,,"There’s a message from your Confederation contact waiting for you in the spaceport’s comm center. “The bounty hunters you encountered were probably sent by the Rebellion to prevent you from following the stolen weapons convoy,” his image says. “It seems to have worked, as they have escaped, for now. We are working on locating them again - there should be an operative waiting for you in the spaceport bar.”",-1,,0x0000
7040,,"“Thankfully you eluded the cruiser Renegade,” says the Confederation operative who meets you in the bar. “But the Rebels have used the opportunity to escape our grasp yet again. Soon we will have a fix on their current location - meet me here again soon.”",-1,,0x0000
7041,,"“Greetings,” says the Confederation’s agent on <RST>, after identifying himself with the proper password. “I have been authorized to tell you a little bit more about the weapon you’re pursuing - it’s called a particle beam cannon, and it has the potential to turn the tide in the war against the Rebellion. Its recovery is of the utmost importance to Confederation High Command. Meet me here again soon for further instructions.”",-1,,0x0000
7042,,"“Well done!” the Confederation garrison commander of <RST> tells you. “You have returned the stolen particle beam to the Confederation. As a token of our gratitude, we wish for you to have the prototype. Your ship can be our first operational test of this new weapon. Meanwhile, our shipwrights will begin work on a new class of heavy cruisers that will be armed with this weapon.”",-1,,0x0000
7043,,"A Confederation officer accepts the documents you brought to <RST>. “The Confederation thanks you, captain,” he says. “This service will not go unnoticed by my superiors - we may have additional work for you in the future.”",-1,,0x0000
7044,,"A Rebel officer accepts the parcels you brought to <RST>. “The Rebellion thanks you, captain,” he says. “This service will not go unnoticed by my superiors - we will certainly have additional work for you in the future.”",-1,,0x0000
7045,,"A couple of Starbound Shipping employees unload the parcels from your ship’s cargo bay. “Thanks for the help,” one of them says. “We’ll probably have work like this for you to do in the future, so keep your ears open, okay?”",-1,,0x0000
7046,,"The Starbound rep on hand to meet you at the <RST> spaceport looks relieved to see that you managed to get the documents to their destination on time. “That’s twice you’ve saved us from financial loss,” he says. “We’ll definitely be calling on your services in the future.”",-1,,0x0000
7047,,"The Starbound Shipping dockworkers are glad to see you as they unload the shipment of uridium from your cargo bay. “Any time you need a job,” says one of them, “don’t hesitate to come looking for a Starbound rep!”",-1,,0x0000
7048,,"The captain of <SN> approaches you as you exit your ship. “Thanks for the escort, captain,” he says. “Without you, those ConEx boys would have turned me into space dust.”",-1,,0x0000
7049,,You are given your payment with gratitude. “Hopefully ConEx will take this as a warning to stay out of the <RSY> system!” you are told.,-1,,0x0000
7050,,"“Thanks for the ride,” says one of the engineers as the group steps off your ship and into the small, dingy spaceport. “In case you’re wondering, we’re environmental engineers, and we’re planning on terraforming this planet. I think the project foreman has need for another merchant captain - he’s probably in the bar right now.”",-1,,0x0000
7051,,"“Thanks for the cargo run,” says the project foreman as he hands you a fresh creditchip. “I’ll look for you in the bar if we have more work for you to do.”",-1,,0x0000
7052,,"“We appreciate the help you’ve given us with our operation,” says the terraforming project foreman as he gives you another payment. “If we ever need your help again, I’ll look for you in the Turin spaceport bar, all right?”",-1,,0x0000
7056,,"“Greetings, captain,” says the Rebel officer who meets you at <RST>’s planetside spaceport. “We’re disappointed that you didn’t solve the mystery of the disappearing ships, but we weren’t really expecting to have the answer this soon. We’ve got another plan - meet me in the bar in a couple hours and I’ll give you your next assignment.”",-1,,0x0000
7057,,"“Welcome back,” says your Rebel briefier. “That’s two patrols now you’ve done for us in that sector of space, and twice you’ve come up empty. Aside from the usual pirate and Confed activity, that sector is as quiet as usual... it’s very strange. We have an idea, though - meet me in the bar in a few hours and I’ll tell you all about it.”",-1,,0x0000
7058,,"Talmadge Renyolds thanks you personally as he exits your ship. “Without you,” he says, “I would not be able to convey my important information to the High Command. Thank you, captain. Someone will meet you in the bar with further orders.”",-1,,0x0000
7059,,"Admiral Davies himself is waiting for you at the spaceport. “If this data confirms my hunch,” he says, “then we’re in deep trouble.” I’ll meet you in the bar when I and my staff have had a chance to go over the information.”",-1,,0x0000
7060,,"“I’ve got some good news for once,” says Admiral Davies as you land. “Now that we’ve located the aliens, we can cut them off before they can reach one of the outer colonies or Fringe worlds. Meet me in the bar in one hour - I think I’ll have some help scraped up for you by then.”",-1,,0x0000
7061,,"The scene at the <RST> spaceport is one of jubulation and wild celebration. “You did it!” shouts Admiral Davies. “Captain, we don’t know how to thank you enough. However...” he winks, “I have managed to persuade High Command to divert 10 million credits into your bank account. And if that’s not enough, they’re also willing to let you purchase ships from our shipyard facility here on <RST> - you’ll be the only merchant captain with your own Rebel cruiser!” he chuckles. “Again, on behalf of the Rebellion and the human race, you have my sincerest thanks.”",-1,,0x0000
7062,,"“Welcome to <RST>,” says your contact at the Confed naval base there. “Obviously, you didn’t solve the mystery of the disappearing ships, but I’m sure we’ll figure out the cause soon. We have another mission for you coming up - meet me in the spaceport bar for further orders.”",-1,,0x0000
7063,,"“There seems to be something important going on,” says the anonymous Confederation communications officer who meets you in the landing bay. “There’s a priority-one message waiting for you in the spaceport bar.”",-1,,0x0000
7064,,"“Thanks for saving my bacon on <DST>, friend,” agent Sheridan tells you. “Another minute and I’d have been space toast. I need to give a briefing for the Joint Chiefs in a minute, but I’m sure they’ll want to talk to you next. Just wait in the bar and I’ll make sure someone comes to get you.”",-1,,0x0000
7065,,"“Well done!” Admiral Sykes greets you as you exit your ship. “We now know what we’re dealing with - an alien battlecruiser that was missing and presumed destroyed, which we think has been hiding out on the edge of explored space since the end of the War. We’re throwing together whatever ships we can to fight this alien menace - I’ll meet you in the bar when I know more.”",-1,,0x0000
7066,,"The entire spaceport is buzzing with the news of your victory. Admiral Sykes makes sure to congratulate you. “We can’t thank you enough, captain!” he shouts, shaking your hand warmly. “However, I will personally see to it that you receive adequate compensation for your valiant efforts, as well as the services of the Terran Naval Shipyards on Luna; I’ll make sure you’ll be able to purchase your own Confed warships. Again, on behalf of the entire Confederation, I thank you!”",-1,,0x0000
7071,,"The courier captain thanks you for the escort, and pays you the 25,000 credits as promised.",-1,,0x0000
7072,,"“Very well done,” says the <RST> port governor as you are once more dragged to his office. “The Confeds didn’t know what hit ’em. I still don’t trust you, but at least you’ve renounced your loyalty to the Confederation. For that, we’re going to erase your criminal record in all Rebel systems.” There is a long pause. “Welcome to the Rebellion, <PN>...”",-1,,0x0000
7073,,"You guide your ship into port and quickly offload your cargo.  You meander into the local shipyard facility and lay down the facts. The foreman of the ship construction yard, gleeful at your discovery, offers to buy the contents of your holds for one million credits.  Furthermore, he assures you that if you ever need one of his manufactured Kestrels, he’ll knock over 20% off the Confeds’ regular price.  With a quick handshake and a knowing smile, you depart from his office.",-1,,0x0000
7075,,"Rebel dockworkers quickly unload your precious cargo, stowing them in a nearby warehouse.  Their supervisor approaches you to inform you that if you are interested in helping to relocate the weapons, you should meet his superior in the bar.",-1,,0x0000
7076,,The weapons are offloaded from your ship as soon as you touch down at the <DST> starport.  A Rebel officer delivers your pay and reminds you that Clotho Prime still has plenty of weapons to distribute around the galaxy.,-1,,0x0000
7077,,"You maneuver your ship low over the uninhabited plains of <DST> and unceremoniously dump your cargo.  As you bring your ship to a standstill several kilometers away, you reflect upon the wonderful stench that now fills your cargo holds...",-1,,0x0000
7078,,"Crowds of the sick and wounded burst forth from their homes in a desperate attempt to find their place in line as your ship descends from the atmosphere.  Medical workers offload your cargo and begin distributing remedies immediately, and <DST>’s leader personally thanks you for your efforts as he presents you with a handsome sum of 50,000 credits.",-1,,0x0000
7079,,"The civilians’ appointed leader thanks you profusely as he disembarks. “The Confederation will remember your services,” he says, while handing you a credit chip worth 50,000 credits.",-1,,0x0000
7080,,"The civilians disembark hurriedly.  Their leader approaches you slowly.  “The Rebellion will remember your services,” he says, while handing you a credit chip with 50,000 credits on it.  He departs quickly, giving you a quick pat on the back, leaving you to explore the planet on your own.",-1,,0x0000
7081,,"Your friend deftly maneuvers his starship into port near you.  He disembarks with a grin on his face.  “That worked wonderfully.  I even had time to get the mechanics at Darkstar to work on my ship.  Look, pal, you've saved my life and my job.  Here...”  He hands you a credit chip worth 70,000 credits.  “That’s all I have on me right now.  Believe me, I’d give you millions if I had the money.  Look, I’ll put in a recommendation for you at United Galactic headquarters out at Tabletop.  They’ve got some well-paying courier jobs to offer, if that’s the kind of thing you like.”",-1,,0x0000
7082,,"“Wonderful!  You’re off to a great start with our company.  Whenever we need your help, we’ll contact you through our network of mission computers.”  You are soon approached by another UGE employee who introduces himself as Benedict Strauss.  He offers some advice:  “Remember to check your map before accepting a mission, as you may be too far away from your destination to meet the short deadlines, and many customers can hold grudges against our employees.  Again, one or two lost shipments doesn’t matter;  it’s a fact of space travel.  Oh, and you can pick up a UGE uniform downstairs.”",-1,,0x0000
7083,,"Dockworkers dressed in United Galactic uniforms promptly arrive at the landing pad to unload your cargo.  They disappear into a dock warehouse with a quick nod, and you stroll over to the UGE offices to collect your pay.",-1,,0x0000
7089,,"As soon as your ship comes to a standstill at the dock, you begin to offload your cargo.  As soon as you announce the sale, you are immediately surrounded by at least a dozen interested parties.  After a quick round of auctioning and a few minor brawls, you sell the goods for 800,000 credits.  After giving the port authorities 50,000 credits to keep their mouths shut, you go to the nearest subspace vidphone to contact Strauss.  “Good work,” he says.  “The rest is up to us.  That wasn’t so bad, was it?”  With a quick grin, he terminates the connection, leaving you to find your way out of one of the less attractive areas of the <DST> spaceport.",-1,,0x0000
7090,,"As you pull your ship into the docking area, you are immediately besieged by United Galactic officials.  Four blasters are pointed at your head, and you raise your hands in surrender.  Chris Richards himself steps forward.  “I’m disappointed in you, <PN>.  I put my trust in you based on a good recommendation, but it appears that it was unfounded.  You are hereby relieved of your duties as an employee of United Galactic Express.  As for your partners in crime, they resisted arrest by Confed police and were... dealt with.  As for you, just don’t even think about showing your face around our offices again.”",-1,,0x0000
7091,,"You dock at the port, deliver your cargo, and accept your payment.  The UGE office presents a message to you from Chris Richards:  “Thanks again for your services, and welcome aboard.  Glad to have you back.”",-1,,0x0000
7092,,"The Confederation commander commends your valiant efforts as the spy is delivered into the hands of the Confeds.  The officer, obviously pleased, thanks you for your service to the confederation and rewards you with a handsome sum of 40,000 credits.  He says, “Meet me in the bar in half an hour if you are interested in further missions.”",-1,,0x0000
7093,,"The Confederation officer is duly impressed.  “This report will be most helpful in the coming days.  The Jericon Corporation, an independent manufacturer that supplies the Confederation, has been secretly supporting the Rebellion via a large number of interconnected trade routes.  The anomalous readings detected by our spies were the result of an attempt on the part of the Jericon Corporation to mask the lidar signature of their fleet.  We plan to intercept as many of these shipments as possible in an effort to cut off Rebel supplies and punish the Jericon Corporation.  Be sure to stop by Confederation planets frequently to find out where, when, and how you can help us.”",-1,,0x0000
7094,,"“Thank you for your efforts on our behalf,” says the admiral who personally visits you as you disembark.  “Your skills as a pilot have done the Confederation a great service today.  Be sure to check back with us often, <PN>, as I’m sure there are many more convoys for you to track down.”",-1,,0x0000
7096,,"You breathe a sigh of relief as the containers of industrial toxins are carefully offloaded from your ship.  You proceed to the company vault, where you are paid a handsome sum of 35,000 credits.",-1,,0x0000
7097,,"Once again, the chemicals are offloaded from your ship. “Just in time,” says the man in charge of the team of workmen. “The Confederation has just been hit hard by Rebel forces, and many weapons manufacturers around the galaxy are shipping their weapons. If we need your services we will call on you again.”",-1,,0x0000
7098,,"Orbital bombardments cause the landing pad to buckle as you offload your cargo.  With a quick nod and the promised compensation, the workers recede into the port warehouses with their supplies, leaving you to fend for yourself.",-1,,0x0000
7099,,"You are greeted by the Rebel officer and a tall assistant as you maneuver your starship onto <RST>’s landing pad.  “Thanks, <PN>,” says the assisant as he downloads your sensor data.  “I’m sure we’ll be calling on your services again in the future.”",-1,,0x0000
7100,,"“Well done!” says your Confederation contact. “The destruction of the traitors on the <SN> will send a clear message to others who are being seduced by the Rebellion. With the help of brave patriots like you, <PN>, we will soon root out these subversives!”",-1,,0x0000
7101,,"A Confederation operative meets you at the spaceport. “Excellent work, captain,” she says. “The loss of that convoy will mean severe parts and fuel shortages for the Rebellion in the next week or two - congratulations, you have done the Confederation a great service today.” She hands you a credit chip and walks away.",-1,,0x0000
7102,,"“Thank you, Captain,” the Rebel officer says. “The <PSN> will always be welcome in this system. The spy had even more sensitive information than we first thought. If you’re willing to continue working for us, meet me in the bar.”",-1,,0x0000
7103,,"“Thanks for the ride, Captain,” the SEAL commander says. “Meet me in the bar if you wish to continue this little adventure. The rest of the mission will probably be dangerous, but I’m sure the <PSN> can handle it.”",-1,,0x0000
7104,,"“I’m sorry about the 'Feds, Captain,” apologizes the SEAL commander. “I had no idea that this scientist knew so much. They’re on to us now, though. I hope that <PSN> is as fast as you say she is. You better have your laser sights aligned, too. The rest of this mission is going to be a hell of a ride. I’d like to debrief this scientist first, but it’s obvious the ’Feds know we're on to them. We’ll have to get to the Outpost first and hope they don’t blow it to bits while we’re still on board. We’ll meet you in the bar.”",-1,,0x0000
7105,,"“Captain... I don’t know what to say,” the Rebel officer says. “The story of your bravery and that of the crew of the <PSN> will be told for many years. The data that you helped us recover is still being analyzed, but we may have hit the jackpot. There are preliminary plans for several new weapon systems that the Confederation has been working on. These should help us to even the playing field a little. I’m sure you’ll find your reward suitable. Thank you, again. Don't forget to look us up if ever you need more work.”",-1,,0x0000
7106,,"“We owe you again, Captain,” the Rebel officer says. “Not only did we get confirmation of the facility, but the SEAL team was able to set delayed activation charges at the facility.” He shows you a small transmitter device and inputs a command to the device. The officer smiles, “I just set off the devices via a coded, subspace transmission. That should set the Confederation back a few years.” He calls over the servbot and orders another round of drinks.",-1,,0x0000
7107,,"“We're getting in the habit of thanking you, Captain,” the Rebel officer says with a smile. “The ‘weapon’ turned out to be a modified, longer-range version of a standard space tug’s tractor beam. We’re not sure why the Confeds were considering it an offensive weapon, so we’re going to let you perform an operational evaluation of it for us. We’ll install it on your ship - maybe you’ll find a suitable combat use for it.”",-1,,0x0000
7108,,"Lucas wakes up and strides off your ship. Even in his tattered robes you realize he looks like a leader. “Thank you for the safe trip, my friend,” he says. “You are indeed the excellent pilot we were told you were.  My group could use your services.  Next time you are in the Sirius system stop by the bar on Sirius Station. One of my group is always there.  Just ask for me.”  Then Lucas slips into the crowd and disappears.",-1,,0x0000
7109,,"The dark haired man in the robes meets you at the docking facility. He takes the card, puts it in a reader, and quickly scans it. “It’t just as we feared,” he says. “The pirates are starting to unite under a new leader.” He shows you the screen, with a photo of a man and a short bio displayed on it. “We’ve known for a few weeks that the pirates are preparing for something big. I will relay this information to Lucas...  He may need your help on this. He is on Dune in the Arrakis system right now.”",-1,,0x0000
7110,,"Lucas meets you as you open the hatch to your ship. The young man that you rescued, who you learned on the short trip to <RST> was Lucas’s son Joseph, shakes his father’s hand warmly.  “I thought I went to rescue an agent of yours,” you exclaim with anger in your voice. Calmly Lucas answers you, “You did. I wouldn’t ask any of my agents to do things that I and my family wouldn’t do as well. You see, we are all members of the Artemis Group, my family and I. Meet me again in the bar on New Istanbul in a few days.”",-1,,0x0000
7111,,"As you land, Lucas steps from the crowd and greets you. After letting him know that his son arrived safely at <DST>, he tells you about his meeting with a group of representatives from the militias of many of the nearby systems. “It did not go well at all, my friend,” he says. “No one believes the pirates can unite, and even if they do they would not be seen as a critical threat. I am afraid they are wrong.” Lucas invites you to the bar to discuss his new plan.",-1,,0x0000
7112,,"As you dock, Joseph approaches you. You give him his father’s message. “Good,” he says. “We have determined that the pirates are not ready for a fight quite yet. They are not coordinated as a group, so this is the time to strike. Come on into the bar and let me buy you one last drink before we go into battle.”",-1,,0x0000
7113,,"Back in the bar, Joseph and Lucas buy you one last synthale. “It looks like Nar Akasi was somewhere in that fleet of pirates,” Lucas informs you, “so our immediate work here is done. But we will be back again, my friend, whenever the fragile balance of powers in this galaxy is threatened. Until we meet again, <PN>...” They hand you a credit chip and walk out of the bar, disappearing quickly into the crowd.",-1,,0x0000
7114,,"The Confederation officer is waiting for you at the landing platform. “Excellent work!” he says, as he hands you your payment. “The Rebels’ laughable attempt to convert a bulk freighter into a viable escort vessel has failed miserably today. We will contact you again if we have any need for your services in the future.”",-1,,0x0000
7115,,"“Excellent work,” says your contact. “Confederation freighters can now be routed through the <RSY> system with no fear of Rebel incursions.” He hands you a credit chip and then leaves.",-1,,0x0000
8026,,"You securely dock your ship to the stricken freighter’s airlock, cut your way through the hull, fight your way to the cargo bay, and retreive the ore samples from this ship. Mission accomplished! Return to <RST> for further instructions.",-1,,0x0000
8035,,"The commander of the Rebel garrison on <RST> greets you at the spaceport. “We’re loading the special-ops team’s gear onto your ship, and they should be ready to leave immediately” he says. “Because Confederation security in the Sol system is so tight, we’ve also decided to give you a very special addition for your ship.”",-1,,0x0000
8036,,"Major Davies, the leader of the special-ops team, bids you farewell as his men exit your ship. “We’ve arranged passage, with the help of some forged identification, on the next supply shuttle to Mars, but we can’t get out of the Sol system without your help. We’ll meet you in the Aerobrake Bar on Mars in two days. Trust me, when we get back to Rebel space, your payoff will be well worth the risk.” He steps out of your ship and seems to melt into the shadows of the spaceport hangar.",-1,,0x0000
8042,,"“We’re all very disappointed,” says the commander of the Confederation garrison. “The recovery of the particle beam would have meant the end of the Rebellion. As it is, they may have transmitted enough data to their research facility for them to be able to build their own particle beams in a few years, which would be most unfortunate indeed.”",-1,,0x0000
8047,,The uridium ore is quickly loaded into your ship.,-1,,0x0000
8051,,A group of dockworkers loads the terraforming equipment onto your ship.,-1,,0x0000
8052,,"The volunteer colonists file into your ship, ready for the journey to <RST>.",-1,,0x0000
8054,,A group of dockworkers loads the <CT> onto your ship.,-1,,0x0000
8059,,"The curator of the Great War archives division of the <DST> space museum personally transfers the requested information to your ship’s data banks. “Good luck, my friend,” he says, “I hope this information proves to be of some use on <RST>.”",-1,,0x0000
8064,,A running firefight is taking place on the spacport landing pad. A man with a laser pistol - presumably agent Sheridan - escapes his pursuers’ fire and dives into your ship’s entry port. “Let’s go!” he shouts. “We don’t have any time to waste!”,-1,,0x0000
8075,,"Using directions provided by the Rebellion, you quickly locate the weapons cache.  A small Confed transport shuttle is currently loading weapons from the site. Wielding your blaster and spacesuit to protect you from the harsh atmosphere, you run toward the shuttle, quickly disarming the two workers in the shuttle. Without further delay, the rest of the weapons are loaded into your ship, and you breathe a sigh of relief as you return to your ship without any of the infamous acid burns on your skin.",-1,,0x0000
8079,,"A large crowd of civilians files into your ship, some even filling the cargo holds, as soon as your ship touches down.  Their leader reminds you that they are expected at <RST> by <DL>.",-1,,0x0000
8080,,"Civilians quickly scramble into your ship, filling your living spaces and some of your more comfortable cargo holds.  Their leader reminds you that they are expected at <RST> by <DL>.",-1,,0x0000
8092,,"As you bring your ship to a halt on the landing grounds, a wiry man approaches you and says under his breath, “Good to see you, finally.  I’ll wait on your ship while you visit the station.  You are safe for the moment, but don’t dally.  The Rebels will catch up with us soon enough.”",-1,,0x0000
8093,,"A rotund, unkempt individual approaches you as you arrive in the landing area.  “Rrrm...  I see yer havin’ some data I should be lookin’ at.  Thank ye...  I’ll send ye me findins before yer leavin’ this port.”",-1,,0x0000
8102,,"The Rebel spy screams as soon as she’s on board, “Get me back to Palshife... FAST!!!”",-1,,0x0000
8104,,"You find and sneak the scientist past the Ruby security forces. “No time for small talk,” the scientist says. “Get me the hell out of here, and I’ll tell you anything you want to know.”",-1,,0x0000
8105,,"“GO! GO! GO!,” the SEAL commander screams. “We’ve got the data, now get us the hell out of here!”",-1,,0x0000
8106,,"You land on the planet and trasmit the coded message given to you on Palshife with your current coordinates. After several hours, you hear a knock on the hull. “Boy, are we glad to see you,” the SEAL commander says. “We only had about a week’s worth of supplies and oxygen left. It seems I owe you my life this time, Captain. We got the data. Get us back to Palshife.”",-1,,0x0000
8107,,Your boarding party quickly recovers the prototype weapon and returns to stow the device in your hold.,-1,,0x0000
8109,,As you land a ragged looking woman approaches you. She hands you a single plastic card with a gold chip embedded in it. “Keep it safe...” is all she says as she walks on by and fades into the mass of people in this gritty docking area.,-1,,0x0000
8110,,"As you board the ship everyone is glad to see you.  You yell out asking if there are any friends of Lucas on board.  A young man fights through the throng of people and presents himself to you. “I have important information for Lucas.  You have to get me to him immediately.” The two of you board the <PSN>, ignoring the rest of the passengers and crew.",-1,,0x0000
8111,,"As Joseph leaves your ship he gives you new directions: “My father has traveled to <RST> and is meeting with Rebel leaders to try to secure help against the pirates. Proceed there and meet him - he will give you your payment. In the meantime, I will talk to the Hunters.""",-1,,0x0000
8112,,"As Lucas leaves your ship he says, “Thank you for the lift, my friend. Please go to <RST> and tell my son that all is nearly ready. If the militias and Rebels won’t help, then perhaps I will find another here who will.”",-1,,0x0000
9005,,You activate the core-drilling rig and extract <CQ> tons of core samples from the crust of <DST>.,-1,,0x0000
9107,,"“Unfortunately, you destroyed the weapon, Captain,” the Rebel officer says, shaking his head. “However, at least the ’Feds didn’t get it. Without the weapon, we can’t pay you, though. Thank you for all your assistance.”",-1,,0x0000
10002,,The sign above the door to this spaceport cantina is made of a piece of the heatshield of a 21st-century reentry vehicle. It reads “The Aerobrake.”,-1,,0x0000
10004,,Welcome to The Bunker - the most heavily shielded bar in the Sol system!,-1,,0x0000
10005,,Welcome to the Levo Bar & Grill - home of the best plastiburgers this side of the Gamma Quadrant!,-1,,0x0000
10006,,"The sign on the window of the spaceport bar advertises “Real, Old-Fashioned Guinesses.”",-1,,0x0000
10008,,"Welcome to The Sandblast, Dune’s local spacebort tavern.",-1,,0x0000
10009,,The sign outside the door reads “Welcome to Cloud Nine.”,-1,,0x0000
10010,,Welcome to The Max - Gamorrean Starbursts are only 5 credits on Thursdays!,-1,,0x0000
10011,,Welcome to The Jump Point.,-1,,0x0000
10012,,Welcome to the Northstar bar & grill.,-1,,0x0000
10016,,Welcome to Pat’s Airlock - Home of the finest chips in the galaxy.,-1,,0x0000
10019,,"This bar is called The Flatlands. Somehow, you don’t find yourself wondering why.",-1,,0x0000
10021,,"Welcome to The Refinery - We specialize in petroleum, deuterium, and alcohol, of course!",-1,,0x0000
10022,,"Ironically, the bar in New Sahara’s spaceport is named Ocean Breeze.",-1,,0x0000
10023,,Welcome to The Drop Zone. Care to try our 2-for-1 special on synthobeer?,-1,,0x0000
10024,,"If this tavern is any indication, you can plainly see that while Plateau may be flat, it certainly isn’t boring. Sights and sounds from across the galaxy assault your senses from all directions.",-1,,0x0000
10028,,"This is your average spaceport bar - dark and dingy, but with the touch of class that comes with serving the pilots of ships that travel to the stars.",-1,,0x0000
10031,,This is surely an unremarkable tavern for a planet that’s practically covered with them.,-1,,0x0000
10032,,"The floors of the Sandstorm Bar & Grill have been polished smooth by the abrasive sand that spacers track in from outside, on the landing pads.",-1,,0x0000
10033,,"At the Palshife Spaceport Bar, it’s a tradition to raise a glass to friends and aquaintances who have died in combat with the Confederation tyrants.",-1,,0x0000
10035,,"This spaceport bar is mounted near the top of the air-traffic control tower, providing a spectacular view of the spaceport and the countryside beyond.",-1,,0x0000
10036,,The walls of this bar are fairly covered with the residue of all the tall tales that have been told in here.,-1,,0x0000
10037,,"The bartender at the Zaxted Pub will serve you any drink you want, as long as it’s not synthetic.",-1,,0x0000
10039,,"This is just another unremarkable bar, on an unremarkable planet. The only thing that’s different is the logo on the napkins. That, and the pretzels are slightly saltier here.",-1,,0x0000
10043,,"The proprietor, a war veteran, has covered the walls of this bar with old news printouts from the Great War.",-1,,0x0000
